"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Lou Fusz Evansville",KNDNE5KA1T6184084,2026,Kia,"Carnival MPV Hybrid","SX Prestige",,E2678096,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-hybrid-sx-prestige-fwd-4d-passenger-van-kndne5ka1t6184084/
"Lou Fusz Evansville",KNDNB5K39T6648183,2026,Kia,"Carnival MPV",LXS,,E2675098,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-lxs-fwd-4d-passenger-van-kndnb5k39t6648183/
"Lou Fusz Evansville",KNDNC5K37T6648955,2026,Kia,"Carnival MPV",EX,,E2675094,2026-06-08,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k37t6648955/
"Lou Fusz Evansville",KNDNC5K3XT6642857,2026,Kia,"Carnival MPV",EX,,E2675099,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k3xt6642857/
"Lou Fusz Evansville",5XYK33DF7TG447620,2026,Kia,Sportage,EX,,E2670197,2026-05-30,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-ex-fwd-4d-sport-utility-5xyk33df7tg447620/
"Lou Fusz Evansville",5XYPLES12VG035181,2027,Kia,Telluride,"X-Pro SX-Prestige",,E2782055,2026-05-30,https://www.fuszevansville.com/inventory/new-2027-kia-telluride-x-pro-sx-prestige-awd-4d-sport-utility-5xyples12vg035181/
"Lou Fusz Evansville",KNDEL3D35V7011092,2027,Kia,Seltos,S,,E2783002,2026-06-12,https://www.fuszevansville.com/inventory/new-2027-kia-seltos-s-fwd-4d-sport-utility-kndel3d35v7011092/
"Lou Fusz Evansville",3KPFW4DE6TE352310,2026,Kia,K4,GT-Line,,E2674036,2026-08-22,https://www.fuszevansville.com/inventory/new-2026-kia-k4-gt-line-fwd-4-door-sedan-3kpfw4de6te352310/
"Lou Fusz Evansville",KNDNC5K30T6643421,2026,Kia,"Carnival MPV",EX,,E2675100,2026-06-15,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k30t6643421/
"Lou Fusz Evansville",JM3KKBHD8T1396383,2026,Mazda,CX-90,Preferred,,WM260352,2026-06-16,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-90-preferred-awd-sport-utility-jm3kkbhd8t1396383/
"Lou Fusz Evansville",7MMVAABW7TN177436,2026,Mazda,"CX-50 Hybrid",Preferred,,WM260360,2026-07-16,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-50-hybrid-preferred-awd-sport-utility-7mmvaabw7tn177436/
"Lou Fusz Evansville",JM3KMCHA0T0155185,2026,Mazda,CX-5,"2.5 S Preferred",,WM260354,2026-06-11,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-preferred-awd-sport-utility-jm3kmcha0t0155185/
"Lou Fusz Evansville",JM3KMCHA6T0155143,2026,Mazda,CX-5,"2.5 S Preferred",,WM260355,2026-06-11,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-preferred-awd-sport-utility-jm3kmcha6t0155143/
"Lou Fusz Evansville",JM3KMCHA8T0157332,2026,Mazda,CX-5,"2.5 S Preferred",,WM260356,2026-06-16,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-preferred-awd-sport-utility-jm3kmcha8t0157332/
"Lou Fusz Evansville",7MMVABCY2TN604642,2026,Mazda,CX-50,"2.5 Turbo",,WM260359,2026-07-13,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-50-2-5-turbo-awd-sport-utility-7mmvabcy2tn604642/
"Lou Fusz Evansville",JM3KMEHAXT0156887,2026,Mazda,CX-5,"2.5 S Premium Plus",,WM260358,2026-06-16,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-premium-plus-awd-sport-utility-jm3kmehaxt0156887/
